Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
cortex	ATHB12	WRKY45	13	717	442	0.416154	0.545921	1	1	AT1G01620;AT1G16370;AT1G16510;AT2G26600;AT2G28120;AT2G35260;AT3G12120;AT3G50280;AT4G17615;AT4G19860;AT4G20140;AT4G36500;AT4G38810;
cortex	ATHB12	YAB1	19	428	442	0.00011711	0.00409886	0.0517628	1	AT1G16390;AT1G69930;AT2G02950;AT2G04780;AT2G15960;AT2G16280;AT2G24040;AT2G36310;AT2G37170;AT3G25760;AT3G45070;AT3G54830;AT4G12420;AT4G34800;AT5G12940;AT5G14340;AT5G40730;AT5G56540;AT5G64620;
cortex	ATHB12	YAB5	4	163	442	0.287978	0.545921	1	1	AT1G20190;AT2G29750;AT3G61420;AT3G61430;
cortex	ATHB12	ZAT14	22	897	442	0.0465797	0.232899	1	1	AT1G16510;AT1G20190;AT1G29025;AT1G30380;AT1G68600;AT2G02950;AT2G24040;AT2G29750;AT3G04520;AT3G05910;AT3G22830;AT3G25505;AT3G50280;AT3G53600;AT3G61420;AT3G61430;AT4G17615;AT4G20140;AT5G09980;AT5G12940;AT5G47370;AT5G67560;
cortex	ATHB12	ZAT18	18	872	442	0.206295	0.507028	1	1	AT1G13430;AT1G16510;AT1G30380;AT1G68600;AT1G75590;AT2G04780;AT3G05910;AT3G16350;AT3G22830;AT3G25505;AT3G49780;AT3G50280;AT3G61420;AT3G61430;AT4G28040;AT4G34800;AT5G09980;AT5G56540;
cortex	ATHB12	ZAT2	23	816	442	0.0103881	0.0934929	1	1	AT1G01620;AT1G16390;AT1G29025;AT2G16580;AT2G24040;AT2G26620;AT2G43050;AT3G09780;AT3G10520;AT3G25505;AT3G47220;AT3G50640;AT4G16563;AT4G23710;AT4G32480;AT4G36500;AT5G18840;AT5G23750;AT5G38550;AT5G42100;AT5G47370;AT5G62100;AT5G67560;
cortex	ATHB12	ZAT6	14	915	442	0.66362	0.66362	1	1	AT1G01620;AT1G13420;AT1G20190;AT1G75590;AT1G76640;AT2G16280;AT2G29750;AT5G09980;AT5G13750;AT5G18840;AT5G20410;AT5G39340;AT5G57785;AT5G67560;
cortex	ATHB51	BZIP60	23	829	442	0.0123438	0.111094	1	1	AT1G15120;AT1G15640;AT1G16850;AT1G54090;AT1G55120;AT1G65840;AT2G20880;AT2G24040;AT2G33570;AT3G24190;AT3G25290;AT3G45720;AT3G49780;AT3G50280;AT4G19410;AT4G30410;AT5G14340;AT5G16600;AT5G20280;AT5G55850;AT5G59510;AT5G64810;AT5G65090;
cortex	ATHB51	BZIP60_2	21	787	442	0.0238696	0.167087	1	1	AT1G09090;AT1G15120;AT1G16850;AT1G44170;AT1G55120;AT2G02990;AT2G22470;AT2G33570;AT2G42490;AT3G09780;AT3G11900;AT3G24190;AT3G29639;AT3G49780;AT4G12430;AT4G32480;AT5G07190;AT5G09440;AT5G47370;AT5G55850;AT5G66310;
cortex	ATHB51	CCA1	27	994	442	0.00918559	0.0887962	1	1	AT1G07650;AT1G10200;AT1G44170;AT1G68600;AT1G75750;AT2G06925;AT2G16980;AT2G30230;AT2G35260;AT3G22830;AT3G25290;AT3G47960;AT4G04955;AT4G19410;AT4G20820;AT4G24275;AT4G36500;AT5G16600;AT5G20280;AT5G26340;AT5G38550;AT5G40730;AT5G57123;AT5G59010;AT5G59880;AT5G65390;AT5G65925;
cortex	ATHB51	CCA1_2	24	798	442	0.00415242	0.0539815	1	1	AT1G05870;AT1G07650;AT1G25230;AT1G70990;AT1G76160;AT1G76670;AT2G06925;AT2G16980;AT2G35260;AT3G07460;AT3G18710;AT3G29639;AT3G50280;AT3G50800;AT4G02700;AT4G20820;AT4G28040;AT4G30530;AT5G16600;AT5G26340;AT5G44020;AT5G59010;AT5G60660;AT5G65925;
cortex	ATHB51	DAG2	30	892	442	0.000237418	0.00674381	0.104939	1	AT1G01620;AT1G14460;AT1G21310;AT1G27670;AT1G44170;AT1G47480;AT1G69930;AT1G70990;AT2G16980;AT2G24040;AT2G33570;AT2G35260;AT2G43340;AT2G48080;AT3G09780;AT3G18710;AT3G23810;AT3G47220;AT3G49780;AT4G04955;AT4G08040;AT4G12420;AT4G30530;AT4G32480;AT5G38540;AT5G40730;AT5G47140;AT5G57123;AT5G57670;AT5G59010;
cortex	ATHB51	DDF1	27	679	442	3.19302e-05	0.00175616	0.0141131	0.606163	AT1G09090;AT1G12500;AT1G16850;AT1G54090;AT1G55120;AT1G78100;AT2G02990;AT2G33570;AT2G48080;AT3G06770;AT3G07460;AT3G09780;AT3G18170;AT3G18830;AT3G24190;AT3G47960;AT3G61420;AT3G61430;AT4G12430;AT4G20820;AT4G28040;AT5G07190;AT5G09960;AT5G15900;AT5G16600;AT5G66310;AT5G67560;
cortex	ATHB51	DEAR3	24	652	442	0.000275771	0.00744581	0.121891	1	AT1G05680;AT1G12500;AT1G16850;AT1G27670;AT1G54090;AT1G55120;AT2G20120;AT2G20880;AT2G33570;AT2G37170;AT2G43340;AT3G09780;AT3G11900;AT3G22540;AT3G23090;AT3G24190;AT3G61420;AT3G61430;AT4G12420;AT4G20820;AT5G20410;AT5G24760;AT5G66310;AT5G67560;
cortex	ATHB51	DEAR3_2	24	684	442	0.000546245	0.0125636	0.24144	1	AT1G01620;AT1G12500;AT1G15640;AT1G16850;AT1G70990;AT1G75750;AT1G76160;AT1G78100;AT2G20880;AT2G33570;AT3G22540;AT3G23090;AT3G61420;AT3G61430;AT4G12430;AT4G20820;AT4G32480;AT5G02230;AT5G07190;AT5G09440;AT5G24760;AT5G38540;AT5G66310;AT5G67560;
cortex	ATHB51	DEAR4	34	706	442	3.78561e-08	7.72264e-06	1.67324e-05	0.000718659	AT1G05680;AT1G09090;AT1G12500;AT1G16850;AT1G54090;AT1G55120;AT1G76670;AT1G78100;AT2G05790;AT2G20120;AT2G20880;AT2G33570;AT3G06770;AT3G09780;AT3G11900;AT3G22540;AT3G22830;AT3G23090;AT3G24190;AT3G45070;AT3G47960;AT3G50280;AT3G61420;AT3G61430;AT4G08040;AT4G12420;AT4G12430;AT4G20820;AT4G36500;AT5G07190;AT5G24760;AT5G55850;AT5G59010;AT5G66310;
cortex	ATHB51	DEAR4_2	13	608	442	0.216147	0.507028	1	1	AT1G09090;AT1G27670;AT1G78100;AT2G20120;AT2G20880;AT2G43340;AT3G09780;AT3G11900;AT3G61420;AT3G61430;AT4G32480;AT5G44340;AT5G67560;
cortex	ATHB51	DOF5.7	17	696	442	0.0757861	0.303144	1	1	AT1G12500;AT1G21310;AT1G44170;AT1G53380;AT1G79410;AT2G24850;AT3G23810;AT3G49780;AT4G12430;AT4G18160;AT4G19860;AT5G03150;AT5G09440;AT5G24760;AT5G44340;AT5G56540;AT5G57670;
cortex	ATHB51	DOF5.7_2	24	772	442	0.00274788	0.0412181	1	1	AT1G01620;AT1G55120;AT1G76670;AT2G02990;AT2G37170;AT2G42490;AT2G44670;AT2G45290;AT2G48080;AT3G24190;AT3G25290;AT3G47220;AT4G02700;AT4G37235;AT5G03150;AT5G09440;AT5G09960;AT5G15180;AT5G20410;AT5G24570;AT5G55850;AT5G57123;AT5G59010;AT5G64810;
cortex	ATHB51	DREB2C	20	635	442	0.00520877	0.0611424	1	1	AT1G01620;AT1G05680;AT1G16850;AT1G27670;AT1G70990;AT1G78100;AT2G20680;AT2G42490;AT2G43340;AT3G11900;AT3G22540;AT3G50800;AT3G61420;AT3G61430;AT4G30410;AT4G30530;AT5G20280;AT5G44340;AT5G55850;AT5G67560;
cortex	ATHB51	DREB2C_2	26	689	442	0.000104615	0.00387077	0.04624	1	AT1G05680;AT1G09090;AT1G12500;AT1G16850;AT1G54090;AT1G76160;AT1G76670;AT2G20120;AT2G20880;AT2G33570;AT3G06770;AT3G07460;AT3G09780;AT3G11900;AT3G22540;AT3G23090;AT3G24190;AT3G61420;AT3G61430;AT4G12430;AT4G20820;AT4G36500;AT5G24760;AT5G26340;AT5G65925;AT5G66310;
cortex	ATHB51	ERF1	20	662	442	0.00808263	0.0808263	1	1	AT1G05680;AT1G09090;AT1G15120;AT1G54090;AT2G20120;AT2G20880;AT2G30990;AT2G43340;AT3G06770;AT3G07460;AT3G09780;AT3G11900;AT3G24190;AT3G61420;AT3G61430;AT4G20820;AT4G32480;AT5G44340;AT5G55850;AT5G67560;
cortex	ATHB51	ETT	21	712	442	0.00872598	0.0872598	1	1	AT1G01620;AT1G05870;AT1G07650;AT2G20120;AT2G33570;AT3G06770;AT3G11900;AT3G18170;AT3G22540;AT3G24190;AT3G29639;AT3G61420;AT3G61430;AT4G08040;AT4G36500;AT5G03150;AT5G15900;AT5G36180;AT5G38550;AT5G66310;AT5G67560;
cortex	ATHB51	ETT_2	27	805	442	0.000502946	0.0115678	0.222302	1	AT1G05680;AT1G25230;AT1G55120;AT1G68600;AT2G02990;AT2G33570;AT2G42490;AT2G44670;AT2G48080;AT3G07460;AT3G09780;AT3G12610;AT3G18170;AT3G18830;AT3G24190;AT3G50800;AT3G61420;AT4G04955;AT4G19860;AT4G30410;AT4G30530;AT4G35060;AT5G09960;AT5G15180;AT5G24105;AT5G38540;AT5G60660;
cortex	ATHB51	GATA12	22	726	442	0.00544143	0.0611424	1	1	AT1G12500;AT1G14460;AT1G15640;AT1G53380;AT1G65840;AT1G76670;AT2G17680;AT2G20680;AT2G45290;AT3G07460;AT3G14940;AT3G23810;AT4G23710;AT4G32480;AT4G37235;AT5G03150;AT5G07190;AT5G13140;AT5G57123;AT5G60660;AT5G65390;AT5G67560;
cortex	ATHB51	GLK1	8	700	442	0.899092	0.899092	1	1	AT1G15640;AT1G78100;AT1G79410;AT2G16980;AT2G33570;AT2G35260;AT3G29639;AT5G66310;
cortex	ATHB51	GLK1_2	15	743	442	0.258426	0.516852	1	1	AT1G15120;AT1G54090;AT2G02990;AT2G05790;AT2G20680;AT2G37170;AT2G44670;AT2G45290;AT3G14940;AT3G29639;AT4G04955;AT4G36500;AT4G37235;AT5G24570;AT5G26340;
cortex	ATHB51	HSFB2A	25	712	442	0.000416955	0.0104239	0.184294	1	AT1G13430;AT1G15625;AT1G53380;AT1G53560;AT1G69490;AT1G70990;AT1G78680;AT2G02990;AT2G20880;AT2G24040;AT2G24860;AT2G42490;AT2G44670;AT3G06770;AT3G16570;AT3G44870;AT4G02700;AT4G36500;AT5G09960;AT5G19240;AT5G20410;AT5G24760;AT5G57123;AT5G65090;AT5G65390;
cortex	ATHB51	HSFB2A_2	14	731	442	0.334045	0.545921	1	1	AT1G01620;AT1G12500;AT2G24860;AT2G37170;AT3G11900;AT3G13520;AT3G49780;AT4G02700;AT4G19860;AT4G23710;AT5G09960;AT5G20410;AT5G44020;AT5G63595;
cortex	ATHB51	HSFC1	21	774	442	0.0203468	0.142428	1	1	AT1G01620;AT1G12500;AT1G15625;AT1G44170;AT1G53560;AT1G55120;AT2G05790;AT2G24860;AT2G42490;AT3G11900;AT3G13520;AT3G49780;AT4G02700;AT4G23710;AT5G02230;AT5G20410;AT5G36180;AT5G38550;AT5G44020;AT5G44340;AT5G63595;
cortex	ATHB51	HSFC1_2	19	677	442	0.0195285	0.141566	1	1	AT1G69490;AT1G70990;AT1G78680;AT2G24040;AT2G42490;AT2G44670;AT3G16570;AT3G22830;AT3G50800;AT3G61420;AT4G20820;AT4G36500;AT5G09960;AT5G19240;AT5G20410;AT5G24760;AT5G47140;AT5G57123;AT5G59010;
cortex	ATHB51	ICU4	2	26	442	0.0690972	0.293328	1	1	AT2G02990;AT2G22470;
cortex	ATHB51	KAN1	28	854	442	0.000566696	0.013034	0.25048	1	AT1G05870;AT1G53380;AT1G69150;AT1G69930;AT1G70990;AT1G78100;AT1G79410;AT2G16980;AT2G29750;AT2G35260;AT3G12610;AT3G13520;AT3G14940;AT3G23810;AT3G61430;AT4G02700;AT4G19410;AT4G28040;AT5G16600;AT5G20410;AT5G24105;AT5G24760;AT5G26340;AT5G36180;AT5G40730;AT5G44340;AT5G59880;AT5G60660;
cortex	ATHB51	KAN4	24	807	442	0.00476119	0.0571343	1	1	AT1G15625;AT1G47480;AT1G53380;AT1G69490;AT1G69930;AT1G76160;AT2G16980;AT2G44670;AT3G06770;AT3G12610;AT3G14940;AT4G12520;AT4G35060;AT5G02230;AT5G15180;AT5G15900;AT5G19240;AT5G20280;AT5G20410;AT5G26340;AT5G38550;AT5G59880;AT5G60660;AT5G65390;
cortex	ATHB51	KAN4_2	24	731	442	0.00135351	0.0243631	0.59825	1	AT1G12500;AT1G15120;AT1G44170;AT1G47480;AT1G53380;AT1G78100;AT2G06925;AT2G20880;AT3G06770;AT3G13520;AT3G14940;AT4G01680;AT4G02700;AT4G12520;AT4G28040;AT4G35060;AT5G15180;AT5G16600;AT5G24105;AT5G26340;AT5G36180;AT5G44340;AT5G59010;AT5G59880;
cortex	ATHB51	LBD16	9	637	442	0.735959	0.735959	1	1	AT1G27670;AT1G79410;AT2G24040;AT4G32480;AT5G09960;AT5G15180;AT5G20410;AT5G59010;AT5G66310;
cortex	ATHB51	MYB111	41	837	442	8.53183e-10	3.85639e-07	3.77107e-07	1.61968e-05	AT1G10200;AT1G12500;AT1G16850;AT1G27670;AT1G44170;AT1G47480;AT1G54090;AT1G69150;AT1G75750;AT2G22470;AT2G24040;AT2G24850;AT2G30230;AT2G33360;AT3G09780;AT3G16570;AT3G22540;AT3G24190;AT3G45080;AT3G47960;AT3G49780;AT3G50800;AT3G61430;AT4G19860;AT4G20820;AT4G34800;AT4G37235;AT5G15180;AT5G15900;AT5G16600;AT5G24760;AT5G26340;AT5G47370;AT5G56540;AT5G57123;AT5G57670;AT5G60660;AT5G63595;AT5G64810;AT5G65390;AT5G66310;
cortex	ATHB51	MYB111_2	39	852	442	1.44219e-08	4.55732e-06	6.37449e-06	0.000273786	AT1G10200;AT1G12500;AT1G21310;AT1G44170;AT1G47480;AT1G53560;AT1G54090;AT1G69150;AT1G69930;AT1G75750;AT2G17680;AT2G24040;AT2G29750;AT2G30230;AT2G33360;AT3G09780;AT3G18170;AT3G22540;AT3G45070;AT3G45080;AT3G47960;AT3G49780;AT3G50800;AT4G19860;AT4G34800;AT4G35060;AT4G36500;AT5G15180;AT5G15900;AT5G16600;AT5G24760;AT5G26340;AT5G56540;AT5G57123;AT5G57670;AT5G60660;AT5G63595;AT5G65390;AT5G66310;
cortex	ATHB51	MYB46	34	807	442	8.46363e-07	9.05609e-05	0.000374093	0.0160674	AT1G10200;AT1G12500;AT1G16850;AT1G44170;AT1G47480;AT1G69150;AT1G69930;AT1G75750;AT2G17680;AT2G22470;AT2G24040;AT2G30230;AT2G33360;AT3G09780;AT3G22540;AT3G23810;AT3G24190;AT3G47960;AT3G49780;AT3G50800;AT3G61430;AT4G19860;AT4G35060;AT5G15180;AT5G16600;AT5G19240;AT5G24760;AT5G26340;AT5G47370;AT5G56540;AT5G57670;AT5G60660;AT5G63595;AT5G66310;
cortex	ATHB51	MYB46_2	28	759	442	8.39736e-05	0.00327497	0.0371164	1	AT1G01620;AT1G53560;AT1G54090;AT1G68600;AT1G75750;AT1G78100;AT2G24040;AT2G29750;AT2G35260;AT3G09780;AT3G18170;AT3G22540;AT3G45070;AT3G61420;AT3G61430;AT4G35060;AT4G36500;AT5G16600;AT5G20280;AT5G24760;AT5G38540;AT5G38550;AT5G47370;AT5G57123;AT5G57670;AT5G60660;AT5G65390;AT5G65925;
cortex	ATHB51	MYB52	16	640	442	0.0710297	0.293328	1	1	AT1G14460;AT1G55120;AT1G65840;AT1G69930;AT1G76670;AT1G78100;AT2G20880;AT2G33570;AT2G35260;AT2G45290;AT3G18710;AT3G24190;AT4G12420;AT5G47370;AT5G55850;AT5G65390;
cortex	ATHB51	MYB52_2	30	845	442	9.33148e-05	0.00354596	0.0412452	1	AT1G01620;AT1G12500;AT1G13430;AT1G21310;AT1G54090;AT1G69150;AT1G70990;AT2G02990;AT2G20680;AT2G24040;AT2G30990;AT3G09780;AT3G18170;AT3G22540;AT3G23810;AT3G45070;AT3G45080;AT3G49780;AT3G50800;AT4G12420;AT4G19410;AT4G28040;AT4G39030;AT5G14340;AT5G15180;AT5G16600;AT5G24760;AT5G44340;AT5G59510;AT5G66310;
cortex	ATHB51	MYB55	29	712	442	1.04444e-05	0.000710219	0.00461642	0.198276	AT1G10200;AT1G16850;AT1G47480;AT1G53380;AT1G69150;AT1G75750;AT2G22470;AT2G24040;AT2G30230;AT2G33360;AT2G43340;AT3G23090;AT3G24190;AT3G47960;AT3G49780;AT3G50800;AT3G61420;AT3G61430;AT4G12430;AT5G15180;AT5G16600;AT5G24570;AT5G24760;AT5G36180;AT5G47370;AT5G57123;AT5G60660;AT5G65390;AT5G66310;
cortex	ATHB51	MYB55_2	33	776	442	1.00595e-06	0.000100595	0.000444629	0.0190969	AT1G01620;AT1G27670;AT1G44170;AT1G47480;AT1G53560;AT1G54090;AT1G68600;AT1G75750;AT2G20680;AT2G24040;AT2G29750;AT2G33360;AT3G09780;AT3G22540;AT3G45070;AT3G50280;AT3G50800;AT3G61420;AT4G35060;AT4G36500;AT5G07190;AT5G16600;AT5G24760;AT5G26340;AT5G38540;AT5G47370;AT5G57123;AT5G57670;AT5G60660;AT5G63595;AT5G65390;AT5G65925;AT5G66310;
cortex	ATHB51	MYB59	25	740	442	0.000725995	0.0152459	0.32089	1	AT1G10200;AT1G12500;AT1G47480;AT1G69150;AT1G75750;AT2G02780;AT2G06925;AT2G22470;AT2G30230;AT2G33360;AT2G37170;AT3G09780;AT3G18710;AT3G24190;AT3G49780;AT3G50800;AT3G61430;AT4G20820;AT4G34800;AT5G03150;AT5G16600;AT5G24760;AT5G56540;AT5G59510;AT5G66310;
cortex	ATHB51	MYC2	53	869	442	3.64884e-16	2.30898e-12	1.61279e-13	6.92695e-12	AT1G01620;AT1G05680;AT1G05870;AT1G09090;AT1G13430;AT1G14460;AT1G15640;AT1G16850;AT1G44170;AT1G53560;AT1G69150;AT1G69930;AT1G70990;AT1G76670;AT1G78680;AT1G79410;AT2G16980;AT2G17680;AT2G20680;AT2G22470;AT2G35260;AT2G44670;AT3G06770;AT3G07460;AT3G09780;AT3G11900;AT3G12610;AT3G18710;AT3G18830;AT3G25290;AT3G49780;AT3G50800;AT3G61420;AT4G12430;AT4G18160;AT4G19410;AT4G24275;AT4G28040;AT4G30410;AT4G30530;AT4G32480;AT4G34800;AT5G03150;AT5G09440;AT5G15180;AT5G15900;AT5G24760;AT5G38550;AT5G47370;AT5G59510;AT5G59880;AT5G63595;AT5G66310;
cortex	ATHB51	MYC3	49	893	442	2.82337e-13	5.95449e-10	1.24793e-10	5.35989e-09	AT1G01620;AT1G05680;AT1G05870;AT1G09090;AT1G13430;AT1G14460;AT1G15640;AT1G16850;AT1G44170;AT1G53560;AT1G69150;AT1G70990;AT1G76670;AT1G78680;AT1G79410;AT2G16980;AT2G17680;AT2G20680;AT2G22470;AT2G35260;AT2G43340;AT3G06770;AT3G07460;AT3G11900;AT3G12610;AT3G18710;AT3G18830;AT3G24190;AT3G49780;AT3G50800;AT3G61420;AT4G12430;AT4G18160;AT4G19410;AT4G24275;AT4G30410;AT4G30530;AT4G32480;AT4G34800;AT5G03150;AT5G09440;AT5G15180;AT5G15900;AT5G24760;AT5G38550;AT5G47370;AT5G59510;AT5G59880;AT5G66310;
cortex	ATHB51	MYC4	48	897	442	1.2431e-12	1.57252e-09	5.49449e-10	2.3599e-08	AT1G05680;AT1G05870;AT1G09090;AT1G13430;AT1G14460;AT1G15640;AT1G16850;AT1G44170;AT1G53560;AT1G69150;AT1G70990;AT1G76670;AT1G78680;AT2G02780;AT2G16980;AT2G17680;AT2G20680;AT2G22470;AT2G35260;AT2G44670;AT3G07460;AT3G11900;AT3G12610;AT3G18710;AT3G18830;AT3G49780;AT3G50800;AT3G61420;AT4G12430;AT4G18160;AT4G19410;AT4G30410;AT4G30530;AT4G32480;AT4G34800;AT4G37235;AT5G03150;AT5G09440;AT5G15180;AT5G15900;AT5G24760;AT5G38550;AT5G47370;AT5G56540;AT5G59510;AT5G59880;AT5G64810;AT5G66310;
cortex	ATHB51	ORA47	28	716	442	3.06714e-05	0.00168693	0.0135568	0.582267	AT1G01620;AT1G05680;AT1G15640;AT1G16850;AT1G55120;AT1G75750;AT1G78100;AT1G78680;AT2G20120;AT2G20880;AT2G33570;AT2G35260;AT2G37170;AT2G43340;AT3G11900;AT3G22540;AT3G61420;AT3G61430;AT4G12420;AT4G12430;AT4G30530;AT5G15180;AT5G15900;AT5G16600;AT5G38550;AT5G60660;AT5G66310;AT5G67560;
cortex	ATHB51	ORA47_2	24	641	442	0.000215111	0.00631047	0.095079	1	AT1G05680;AT1G09090;AT1G12500;AT1G15120;AT1G27670;AT1G76670;AT1G78100;AT2G20120;AT2G20880;AT2G33570;AT2G43340;AT3G06770;AT3G07460;AT3G09780;AT3G11900;AT3G23090;AT3G24190;AT3G61420;AT3G61430;AT4G32480;AT5G40730;AT5G44340;AT5G66310;AT5G67560;
cortex	ATHB51	PIF3	36	829	442	1.93152e-07	3.09745e-05	8.53731e-05	0.00366679	AT1G05680;AT1G05870;AT1G13430;AT1G16850;AT1G25230;AT1G53560;AT1G55120;AT1G69150;AT1G70990;AT1G76160;AT1G79410;AT2G16980;AT2G17680;AT2G22470;AT2G35260;AT2G48080;AT3G07460;AT3G12610;AT3G24190;AT3G29639;AT3G50800;AT3G61420;AT4G02170;AT4G12430;AT4G19410;AT4G19860;AT4G32480;AT4G37235;AT5G07190;AT5G09440;AT5G15900;AT5G24760;AT5G40730;AT5G59510;AT5G59880;AT5G65090;
cortex	ATHB51	PIF4	45	849	442	9.10786e-12	6.40283e-09	4.02567e-09	1.72904e-07	AT1G05680;AT1G05870;AT1G09090;AT1G13430;AT1G14460;AT1G15640;AT1G16850;AT1G44170;AT1G53560;AT1G69150;AT1G69930;AT1G70990;AT1G76670;AT2G02780;AT2G16980;AT2G17680;AT2G22470;AT3G07460;AT3G11900;AT3G12610;AT3G18710;AT3G29639;AT3G47960;AT3G49780;AT3G50800;AT3G61420;AT4G12430;AT4G18160;AT4G19410;AT4G24275;AT4G30410;AT4G32480;AT4G34800;AT4G36500;AT4G37235;AT5G03150;AT5G07190;AT5G09440;AT5G15180;AT5G24760;AT5G38550;AT5G47370;AT5G59880;AT5G64810;AT5G66310;
cortex	ATHB51	PIF5	35	784	442	1.49496e-07	2.61617e-05	6.60771e-05	0.00283802	AT1G05680;AT1G05870;AT1G14460;AT1G16850;AT1G27670;AT1G44170;AT1G69150;AT1G76670;AT2G16980;AT2G17680;AT2G22470;AT2G35260;AT3G07460;AT3G11900;AT3G12610;AT3G18710;AT3G24190;AT3G29639;AT3G49780;AT3G50800;AT3G61420;AT4G12430;AT4G30410;AT4G32480;AT4G34800;AT4G36500;AT4G37235;AT5G07190;AT5G09440;AT5G13140;AT5G24760;AT5G38550;AT5G59880;AT5G64810;AT5G66310;
cortex	ATHB51	RAP2.3	14	626	442	0.163591	0.490772	1	1	AT1G05680;AT1G09090;AT1G15120;AT1G27670;AT1G78100;AT2G43340;AT3G06770;AT3G11900;AT3G24190;AT3G61420;AT3G61430;AT4G32480;AT5G40730;AT5G67560;
cortex	ATHB51	RAP2.3_2	20	648	442	0.00646414	0.0711056	1	1	AT1G05680;AT1G09090;AT1G27670;AT1G54090;AT1G78100;AT2G20120;AT2G20880;AT2G24040;AT2G43340;AT3G07460;AT3G09780;AT3G11900;AT3G24190;AT3G61420;AT3G61430;AT4G20820;AT5G44340;AT5G55850;AT5G57123;AT5G67560;
cortex	ATHB51	RAP2.3_3ARY	16	624	442	0.0595685	0.293328	1	1	AT1G05680;AT1G09090;AT1G54090;AT1G78100;AT2G20120;AT2G43340;AT3G07460;AT3G09780;AT3G11900;AT3G24190;AT3G61420;AT3G61430;AT4G20820;AT4G30410;AT5G55850;AT5G67560;
cortex	ATHB51	RAP2.6	16	627	442	0.0616138	0.293328	1	1	AT1G05680;AT1G09090;AT1G12500;AT1G15120;AT1G27670;AT1G54090;AT1G78100;AT3G11900;AT3G24190;AT3G61420;AT3G61430;AT4G32480;AT5G40730;AT5G44340;AT5G55850;AT5G67560;
cortex	ATHB51	RAP2.6_2	22	680	442	0.00252715	0.0379072	1	1	AT1G05680;AT1G09090;AT1G15640;AT1G27670;AT1G78100;AT2G22470;AT2G24040;AT2G43340;AT2G48080;AT3G07460;AT3G09780;AT3G11900;AT3G22540;AT3G50800;AT3G61420;AT3G61430;AT4G12420;AT4G18160;AT4G32480;AT5G20280;AT5G44340;AT5G67560;
cortex	ATHB51	RAP2.6_3ARY	24	653	442	0.00028197	0.00761319	0.124631	1	AT1G05680;AT1G09090;AT1G15640;AT1G54090;AT1G69930;AT1G70990;AT1G78100;AT2G20120;AT2G33570;AT2G43340;AT2G48080;AT3G09780;AT3G11900;AT3G22540;AT3G24190;AT3G47960;AT3G61420;AT3G61430;AT4G12420;AT4G20820;AT4G30530;AT5G24570;AT5G66310;AT5G67560;
cortex	ATHB51	REM1	37	799	442	2.56019e-08	5.58121e-06	1.1316e-05	0.000486027	AT1G15120;AT1G15625;AT1G47480;AT1G53560;AT1G54090;AT1G79410;AT2G05790;AT2G17680;AT2G22470;AT2G24040;AT2G29750;AT2G30230;AT2G33360;AT2G43340;AT2G48080;AT3G18170;AT3G23090;AT3G23810;AT3G24190;AT3G25290;AT3G49780;AT4G02170;AT4G24275;AT4G28040;AT4G34800;AT4G36500;AT5G07190;AT5G09440;AT5G13140;AT5G15180;AT5G16600;AT5G24760;AT5G42500;AT5G47140;AT5G56540;AT5G59010;AT5G63595;
cortex	ATHB51	REM1_2	29	849	442	0.000233142	0.00674381	0.103049	1	AT1G25230;AT1G55120;AT1G69490;AT1G78100;AT1G78680;AT2G02990;AT2G05790;AT2G06925;AT2G20680;AT2G33570;AT2G42490;AT2G48080;AT3G07460;AT3G18710;AT3G27390;AT3G49780;AT3G50800;AT3G61420;AT4G30530;AT4G35060;AT4G36500;AT5G07190;AT5G13140;AT5G15180;AT5G16600;AT5G24760;AT5G40730;AT5G57670;AT5G65925;
cortex	ATHB51	RRTF1	14	611	442	0.143782	0.431345	1	1	AT1G05680;AT1G09090;AT1G12500;AT1G27670;AT1G78100;AT2G43340;AT3G11900;AT3G24190;AT3G61420;AT3G61430;AT4G32480;AT5G40730;AT5G44340;AT5G67560;
cortex	ATHB51	RRTF1_2	20	633	442	0.00503483	0.060418	1	1	AT1G05680;AT1G09090;AT1G27670;AT1G54090;AT1G78100;AT2G20120;AT2G43340;AT3G06770;AT3G07460;AT3G09780;AT3G11900;AT3G24190;AT3G61420;AT3G61430;AT4G20820;AT4G32480;AT5G44340;AT5G55850;AT5G57123;AT5G67560;
cortex	ATHB51	RRTF1_3ARY	19	641	442	0.0116715	0.105043	1	1	AT1G05680;AT1G09090;AT1G54090;AT1G78100;AT2G20120;AT2G37170;AT2G43340;AT3G06770;AT3G07460;AT3G09780;AT3G11900;AT3G14940;AT3G24190;AT3G61420;AT3G61430;AT4G20820;AT5G44340;AT5G55850;AT5G67560;
cortex	ATHB51	RVE1	31	953	442	0.000332473	0.0086443	0.146953	1	AT1G07650;AT1G10200;AT1G15640;AT1G44170;AT1G65840;AT1G68600;AT1G75750;AT1G78680;AT2G06925;AT2G16980;AT2G35260;AT3G07460;AT3G14940;AT3G22540;AT3G22830;AT3G25290;AT3G47960;AT4G04955;AT4G12430;AT4G19410;AT4G24275;AT4G36500;AT5G09440;AT5G16600;AT5G20280;AT5G26340;AT5G38550;AT5G40730;AT5G44340;AT5G57123;AT5G65390;
